               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.021745,           0.0095672,            0.002124,             0.92831,             0.79635,             0.86322,             0.51376,            0.028268,            0.012563,           0.0073681,           0.0084853,           0.0084853,           0.0084853
                 155,            0.024353,           0.0096487,            0.001934,             0.91303,              0.7827,             0.85661,             0.50086,            0.028582,            0.013357,           0.0068905,           0.0084754,           0.0084754,           0.0084754
                 156,            0.021012,           0.0093929,           0.0016432,             0.90246,             0.78565,             0.87022,             0.51757,            0.027975,            0.012744,           0.0061844,           0.0084655,           0.0084655,           0.0084655
                 157,            0.022136,           0.0087911,           0.0019549,             0.82776,             0.85135,             0.85971,             0.50089,             0.02925,            0.013356,           0.0066017,           0.0084556,           0.0084556,           0.0084556
                 158,            0.022099,           0.0094289,           0.0023963,             0.90284,             0.79641,             0.86068,             0.48892,            0.029202,            0.012514,           0.0055016,           0.0084457,           0.0084457,           0.0084457
                 159,            0.022084,           0.0088299,           0.0018538,             0.89081,             0.81157,             0.86618,             0.50921,            0.028409,            0.012391,           0.0065163,           0.0084358,           0.0084358,           0.0084358
                 160,            0.022841,           0.0093352,           0.0015115,              0.8679,             0.83184,              0.8727,             0.49908,            0.029278,            0.012514,           0.0066509,           0.0084259,           0.0084259,           0.0084259
                 161,             0.02316,           0.0092342,           0.0016098,             0.89873,             0.83206,             0.90687,             0.52127,            0.028329,            0.011424,           0.0088657,            0.008416,            0.008416,            0.008416
                 162,            0.020791,            0.008694,            0.002004,             0.89776,             0.84974,             0.90067,             0.52513,            0.027404,            0.011118,           0.0086792,           0.0084061,           0.0084061,           0.0084061
                 163,            0.022642,           0.0087658,           0.0015097,             0.92331,              0.8061,             0.88164,              0.4901,            0.028718,            0.011309,           0.0090378,           0.0083962,           0.0083962,           0.0083962
                 164,            0.022634,            0.009556,           0.0014447,             0.92698,             0.81273,             0.88717,              0.5147,            0.028661,            0.011749,           0.0088799,           0.0083863,           0.0083863,           0.0083863
                 165,            0.020841,           0.0091026,           0.0017976,             0.89613,             0.81519,             0.88903,             0.51489,            0.028713,            0.011703,           0.0097565,           0.0083764,           0.0083764,           0.0083764
                 166,            0.021422,           0.0092292,           0.0012603,             0.88019,             0.84568,             0.89236,             0.52019,            0.028681,            0.011585,           0.0088478,           0.0083665,           0.0083665,           0.0083665
                 167,            0.020173,           0.0090553,           0.0013563,             0.92445,             0.84378,             0.90086,             0.53733,            0.028092,            0.011772,            0.006842,           0.0083566,           0.0083566,           0.0083566
                 168,            0.021741,           0.0086234,           0.0017362,             0.91253,             0.84477,             0.89572,             0.52703,            0.027974,            0.011791,           0.0060379,           0.0083467,           0.0083467,           0.0083467
                 169,             0.02224,            0.009298,           0.0018431,             0.90145,             0.86175,             0.89842,             0.52787,            0.028145,             0.01165,           0.0067101,           0.0083368,           0.0083368,           0.0083368
                 170,            0.021372,           0.0085149,           0.0019405,             0.90095,             0.83869,             0.89549,             0.50006,             0.02885,            0.011998,            0.007119,           0.0083269,           0.0083269,           0.0083269
                 171,            0.021563,           0.0082469,            0.001573,              0.9131,             0.82426,             0.89166,             0.50804,            0.028696,             0.01203,           0.0074287,            0.008317,            0.008317,            0.008317
                 172,            0.020709,           0.0083333,           0.0019119,             0.84489,             0.85732,              0.8754,             0.51172,            0.028158,            0.012146,           0.0091965,           0.0083071,           0.0083071,           0.0083071
                 173,            0.020306,           0.0086465,           0.0015198,             0.86358,             0.80793,             0.84222,             0.49744,            0.028751,            0.013388,            0.011217,           0.0082972,           0.0082972,           0.0082972
                 174,            0.020381,           0.0088951,           0.0018087,             0.89251,             0.77744,             0.85895,             0.53196,             0.02752,            0.011878,            0.010676,           0.0082873,           0.0082873,           0.0082873
                 175,            0.021299,            0.009313,           0.0012507,             0.91739,             0.79491,             0.87635,              0.5332,            0.027545,            0.012028,           0.0097061,           0.0082774,           0.0082774,           0.0082774
                 176,            0.020197,           0.0077578,           0.0011678,             0.86199,              0.8529,             0.88751,             0.52967,            0.027867,            0.012103,            0.010413,           0.0082675,           0.0082675,           0.0082675
                 177,            0.021363,           0.0079901,           0.0010798,             0.90882,             0.83353,             0.88356,             0.51651,              0.0285,            0.012034,            0.010641,           0.0082576,           0.0082576,           0.0082576
                 178,            0.021688,            0.008879,           0.0012368,             0.93426,             0.80706,             0.88171,             0.53342,            0.027733,            0.012143,            0.010392,           0.0082477,           0.0082477,           0.0082477
                 179,            0.020988,           0.0082184,           0.0013202,             0.93294,             0.83138,             0.88564,             0.53857,              0.0278,            0.012249,           0.0083149,           0.0082378,           0.0082378,           0.0082378
                 180,            0.020459,           0.0085868,           0.0017037,              0.9159,             0.84078,             0.90142,             0.52364,            0.027792,             0.01196,           0.0070866,           0.0082279,           0.0082279,           0.0082279
                 181,            0.021167,           0.0089891,           0.0011348,             0.92101,             0.82367,             0.88586,              0.5148,            0.028005,            0.012069,            0.008535,            0.008218,            0.008218,            0.008218
                 182,            0.018892,           0.0086508,            0.001541,             0.92723,               0.809,             0.86463,             0.50813,            0.028197,            0.012044,           0.0092583,           0.0082081,           0.0082081,           0.0082081
                 183,            0.021194,           0.0082557,           0.0015298,             0.89758,              0.8228,             0.86002,             0.50562,            0.028742,            0.012581,            0.009111,           0.0081982,           0.0081982,           0.0081982
                 184,            0.020231,           0.0087857,           0.0017153,             0.86582,             0.83417,             0.86359,              0.5015,            0.028796,            0.012313,            0.010699,           0.0081883,           0.0081883,           0.0081883
                 185,            0.021397,           0.0091602,            0.002021,             0.90228,             0.85115,             0.87768,             0.51701,            0.028344,            0.011692,             0.01003,           0.0081784,           0.0081784,           0.0081784
                 186,            0.020284,           0.0077146,           0.0010818,             0.91923,             0.83962,             0.89435,             0.51816,            0.029209,            0.011454,           0.0080975,           0.0081685,           0.0081685,           0.0081685
                 187,            0.021275,           0.0083364,           0.0015069,             0.89378,             0.86869,             0.89714,             0.52176,            0.028058,            0.012045,           0.0066288,           0.0081586,           0.0081586,           0.0081586
                 188,            0.018825,           0.0083702,           0.0010343,             0.93991,             0.83099,             0.89569,              0.5223,            0.028114,            0.012018,           0.0069569,           0.0081487,           0.0081487,           0.0081487
                 189,            0.021758,           0.0083564,            0.001869,             0.91026,             0.84274,             0.89994,             0.51902,            0.028356,            0.012796,           0.0076996,           0.0081388,           0.0081388,           0.0081388
                 190,            0.021065,           0.0084203,           0.0016408,             0.88229,             0.84131,             0.88797,             0.52553,             0.02786,             0.01258,           0.0095215,           0.0081289,           0.0081289,           0.0081289
                 191,            0.020554,           0.0080137,           0.0012271,              0.8709,             0.82117,             0.87491,             0.50667,            0.028045,             0.01296,           0.0096062,            0.008119,            0.008119,            0.008119
                 192,            0.019329,           0.0087212,           0.0013069,             0.91933,             0.77989,             0.85813,             0.51545,             0.02819,            0.013294,           0.0093769,           0.0081091,           0.0081091,           0.0081091
                 193,            0.021461,           0.0089413,           0.0019935,              0.9328,             0.79538,             0.86042,             0.52008,            0.028539,            0.013225,           0.0080368,           0.0080992,           0.0080992,           0.0080992
                 194,            0.019642,           0.0087454,           0.0016074,             0.92853,             0.82538,             0.87463,             0.52098,            0.028376,            0.013218,           0.0071587,           0.0080893,           0.0080893,           0.0080893
                 195,            0.020681,           0.0087941,           0.0021073,             0.87106,             0.84362,             0.88976,             0.51311,            0.028523,            0.012477,           0.0069534,           0.0080794,           0.0080794,           0.0080794
                 196,            0.020369,           0.0076036,           0.0015991,             0.89278,             0.82619,             0.87895,             0.51741,            0.028042,            0.012393,            0.007579,           0.0080695,           0.0080695,           0.0080695
                 197,            0.020248,            0.008468,           0.0015458,             0.85188,             0.79288,               0.851,             0.50424,            0.028417,            0.012692,           0.0072319,           0.0080596,           0.0080596,           0.0080596
                 198,            0.019829,           0.0084493,           0.0014521,             0.82397,             0.78456,             0.84133,             0.48678,            0.029477,            0.013571,           0.0092339,           0.0080497,           0.0080497,           0.0080497
                 199,            0.020166,           0.0088962,            0.001317,               0.827,             0.80674,             0.84816,             0.48516,            0.029936,             0.01407,           0.0095291,           0.0080398,           0.0080398,           0.0080398
                 200,            0.019866,           0.0087232,           0.0018668,             0.84991,             0.79945,             0.85503,             0.48852,             0.02962,            0.014071,           0.0094795,           0.0080299,           0.0080299,           0.0080299
                 201,             0.01992,           0.0077207,           0.0028665,             0.87714,              0.7601,             0.84021,             0.49147,            0.029616,            0.014258,           0.0098488,             0.00802,             0.00802,             0.00802
                 202,            0.019728,           0.0084849,           0.0015382,             0.90022,             0.78759,             0.86869,             0.51337,            0.029233,            0.013306,           0.0076256,           0.0080101,           0.0080101,           0.0080101
                 203,             0.01947,           0.0072828,           0.0017062,              0.9315,             0.81568,              0.8963,             0.50777,            0.028676,            0.012636,           0.0071121,           0.0080002,           0.0080002,           0.0080002
                 204,            0.019207,           0.0082016,           0.0019122,             0.85853,             0.85967,             0.88174,             0.50533,            0.029034,            0.012783,           0.0078178,           0.0079903,           0.0079903,           0.0079903
                 205,            0.020181,             0.00903,           0.0014583,             0.90406,             0.82288,             0.90451,             0.51398,            0.028721,             0.01243,           0.0081295,           0.0079804,           0.0079804,           0.0079804
                 206,            0.019199,           0.0078286,           0.0015929,             0.89122,             0.84424,             0.89166,              0.5216,            0.028476,            0.012321,           0.0077393,           0.0079705,           0.0079705,           0.0079705
                 207,             0.02032,           0.0083983,             0.00168,             0.89125,             0.84367,             0.89835,             0.52685,            0.028334,            0.012702,           0.0071922,           0.0079606,           0.0079606,           0.0079606
                 208,             0.02111,           0.0089296,           0.0017829,             0.92425,             0.76786,             0.84556,             0.49488,            0.028853,            0.012887,           0.0069977,           0.0079507,           0.0079507,           0.0079507
                 209,            0.019628,           0.0082613,           0.0011907,             0.94993,             0.78076,             0.85324,             0.50228,            0.028485,            0.012885,           0.0056114,           0.0079408,           0.0079408,           0.0079408
                 210,            0.020131,           0.0079165,           0.0017486,             0.93867,             0.76946,             0.86577,             0.50722,            0.028604,            0.012426,           0.0062988,           0.0079309,           0.0079309,           0.0079309
                 211,            0.019452,           0.0086107,           0.0013417,             0.89645,             0.78248,             0.87447,             0.51162,            0.028493,            0.012071,           0.0072273,            0.007921,            0.007921,            0.007921
                 212,             0.01976,           0.0080365,           0.0014682,             0.85681,             0.79211,             0.86007,             0.49951,            0.029354,            0.012304,           0.0089439,           0.0079111,           0.0079111,           0.0079111
                 213,             0.01927,            0.007674,           0.0014655,             0.88733,             0.80842,             0.85497,             0.49376,            0.029279,            0.012954,           0.0087158,           0.0079012,           0.0079012,           0.0079012
                 214,            0.019034,           0.0080754,           0.0014037,             0.96546,              0.7792,             0.87573,             0.50286,            0.029608,            0.013197,           0.0084187,           0.0078913,           0.0078913,           0.0078913
                 215,            0.019344,           0.0086467,           0.0012504,             0.94014,             0.79966,             0.88504,             0.51233,              0.0293,            0.013278,           0.0068188,           0.0078814,           0.0078814,           0.0078814
                 216,            0.019856,           0.0084587,           0.0015519,             0.89729,             0.83968,             0.88752,              0.5108,            0.028983,            0.013301,           0.0074978,           0.0078715,           0.0078715,           0.0078715
                 217,            0.018465,           0.0089104,           0.0011601,             0.91104,             0.82154,             0.88528,             0.51594,            0.028848,            0.012986,           0.0096504,           0.0078616,           0.0078616,           0.0078616
                 218,            0.018478,           0.0081736,           0.0011641,             0.90177,             0.79813,             0.88726,             0.52107,            0.029397,            0.012632,            0.010168,           0.0078517,           0.0078517,           0.0078517
                 219,            0.018991,            0.008789,           0.0017672,             0.93957,             0.80079,             0.90152,             0.52345,            0.028857,            0.012489,            0.010096,           0.0078418,           0.0078418,           0.0078418
                 220,             0.01829,           0.0091032,           0.0011894,             0.88986,             0.84429,             0.89664,             0.52275,            0.028641,            0.012333,             0.01009,           0.0078319,           0.0078319,           0.0078319
                 221,            0.018648,           0.0076561,           0.0014274,             0.88366,             0.84779,             0.88541,             0.52811,            0.028429,            0.012407,           0.0091324,            0.007822,            0.007822,            0.007822
                 222,            0.018632,           0.0081112,           0.0013192,             0.91122,              0.8492,              0.8888,             0.51653,            0.028756,            0.012731,           0.0087116,           0.0078121,           0.0078121,           0.0078121
                 223,            0.019526,           0.0082663,           0.0016618,             0.90598,             0.83043,             0.88059,             0.50988,            0.029567,            0.012931,           0.0085915,           0.0078022,           0.0078022,           0.0078022
                 224,            0.021016,           0.0091519,           0.0011976,             0.90007,             0.83789,             0.88817,             0.51974,            0.029357,            0.012456,           0.0076385,           0.0077923,           0.0077923,           0.0077923
                 225,            0.018446,           0.0081071,           0.0016108,             0.94076,             0.80203,             0.87721,             0.52367,            0.028303,            0.011983,           0.0072601,           0.0077824,           0.0077824,           0.0077824
                 226,            0.018009,            0.008046,           0.0013388,             0.95657,             0.80468,             0.89846,             0.53278,            0.028009,            0.011862,           0.0066856,           0.0077725,           0.0077725,           0.0077725
                 227,            0.019074,           0.0084172,           0.0011081,             0.91664,             0.84059,             0.88978,             0.53428,             0.02776,            0.012051,           0.0067451,           0.0077626,           0.0077626,           0.0077626
                 228,            0.019655,           0.0079999,           0.0012359,             0.90982,              0.8482,              0.8914,             0.54031,            0.027743,             0.01253,            0.006736,           0.0077527,           0.0077527,           0.0077527
                 229,            0.018189,           0.0075742,           0.0014083,             0.85275,             0.86141,              0.8818,             0.53164,            0.027741,            0.012285,           0.0068741,           0.0077428,           0.0077428,           0.0077428
                 230,            0.018667,           0.0084398,           0.0016934,             0.82098,             0.84333,             0.87838,             0.51135,            0.028679,            0.012802,           0.0070297,           0.0077329,           0.0077329,           0.0077329
                 231,            0.019198,           0.0080894,           0.0016619,             0.89922,             0.79193,             0.87574,             0.50631,            0.028597,            0.012736,            0.006839,            0.007723,            0.007723,            0.007723
                 232,             0.01799,             0.00728,           0.0013419,             0.86603,             0.82434,             0.87655,             0.51368,            0.028465,            0.012632,            0.007196,           0.0077131,           0.0077131,           0.0077131
                 233,             0.01747,           0.0079236,           0.0013956,             0.84778,              0.8562,             0.88892,             0.52537,            0.028496,            0.012721,           0.0070202,           0.0077032,           0.0077032,           0.0077032
                 234,            0.018277,           0.0079906,           0.0013078,             0.89722,             0.81775,              0.8879,              0.5158,            0.028445,            0.012728,            0.007465,           0.0076933,           0.0076933,           0.0076933
                 235,            0.018075,           0.0078334,           0.0010488,             0.92255,             0.79587,              0.8784,             0.52143,            0.028698,            0.012993,           0.0082279,           0.0076834,           0.0076834,           0.0076834
                 236,            0.017261,           0.0074083,           0.0014086,             0.93662,             0.80814,             0.88692,             0.51848,            0.028784,            0.012827,           0.0083057,           0.0076735,           0.0076735,           0.0076735
                 237,            0.017601,            0.007891,           0.0012997,             0.89428,             0.84299,             0.88084,              0.5116,            0.029627,            0.013144,           0.0076691,           0.0076636,           0.0076636,           0.0076636
                 238,            0.018046,           0.0084655,           0.0011469,             0.89036,             0.85845,             0.89384,             0.51286,            0.029571,            0.013102,           0.0069931,           0.0076537,           0.0076537,           0.0076537
                 239,            0.018276,           0.0079649,           0.0014781,             0.87495,             0.85297,             0.88353,             0.51421,            0.029154,            0.013217,            0.006929,           0.0076438,           0.0076438,           0.0076438
                 240,             0.01882,           0.0081234,           0.0011968,             0.91978,             0.83904,             0.89873,             0.52561,            0.029275,            0.012873,           0.0057579,           0.0076339,           0.0076339,           0.0076339
                 241,            0.017984,           0.0076189,            0.001531,              0.9271,             0.82208,             0.89195,             0.52944,            0.028707,            0.012436,           0.0053654,            0.007624,            0.007624,            0.007624
                 242,            0.017551,           0.0074496,            0.001341,             0.90794,              0.8698,             0.91109,              0.5362,            0.028135,            0.012388,           0.0067375,           0.0076141,           0.0076141,           0.0076141
                 243,            0.017557,           0.0075755,           0.0018061,             0.88768,             0.86282,              0.9041,             0.52365,            0.028221,            0.012868,           0.0060413,           0.0076042,           0.0076042,           0.0076042
                 244,            0.018722,           0.0083948,           0.0014789,             0.88359,             0.85125,             0.89244,             0.51885,            0.028091,            0.013114,           0.0063721,           0.0075943,           0.0075943,           0.0075943
                 245,            0.017926,           0.0072741,            0.001119,             0.93558,             0.81116,             0.88695,             0.53141,            0.028503,            0.013309,           0.0061672,           0.0075844,           0.0075844,           0.0075844
                 246,            0.017296,           0.0081281,            0.001158,             0.92754,             0.83849,             0.88546,             0.53365,            0.028292,            0.013322,           0.0049351,           0.0075745,           0.0075745,           0.0075745
                 247,            0.018187,            0.007239,           0.0014421,              0.9521,             0.79044,             0.87383,             0.53024,            0.028864,            0.013724,           0.0052074,           0.0075646,           0.0075646,           0.0075646
                 248,            0.017232,           0.0076201,           0.0012875,             0.92944,             0.81685,             0.86616,             0.52818,            0.028521,            0.013898,           0.0055176,           0.0075547,           0.0075547,           0.0075547
                 249,            0.017262,           0.0083124,           0.0011929,             0.87685,             0.83722,             0.86767,             0.52706,            0.028465,            0.013782,           0.0061737,           0.0075448,           0.0075448,           0.0075448
                 250,            0.017538,           0.0076399,          0.00099579,             0.89874,             0.82493,             0.85544,             0.52334,             0.02829,               0.014,           0.0074631,           0.0075349,           0.0075349,           0.0075349
                 251,            0.018816,           0.0071811,             0.00117,             0.90317,              0.8331,             0.86419,             0.51671,            0.028326,            0.013844,           0.0070267,            0.007525,            0.007525,            0.007525
                 252,            0.017272,           0.0072846,           0.0010664,             0.90845,             0.80504,             0.86424,             0.50904,            0.028515,            0.013824,           0.0075394,           0.0075151,           0.0075151,           0.0075151
                 253,            0.017009,           0.0077709,          0.00099139,             0.90105,             0.80803,             0.86541,             0.51737,            0.028242,            0.013761,           0.0076637,           0.0075052,           0.0075052,           0.0075052
                 254,            0.017387,           0.0079558,            0.001477,             0.93321,             0.79491,             0.88451,             0.52547,            0.028323,            0.013264,           0.0079414,           0.0074953,           0.0074953,           0.0074953
                 255,            0.016731,           0.0077563,           0.0012609,             0.94186,             0.79291,             0.87119,             0.52424,            0.028105,            0.012833,            0.008643,           0.0074854,           0.0074854,           0.0074854
                 256,             0.01686,           0.0072043,          0.00086143,             0.94374,             0.79254,             0.87896,             0.52184,            0.028139,            0.012907,           0.0084793,           0.0074755,           0.0074755,           0.0074755
                 257,            0.016555,           0.0073445,           0.0012114,             0.92718,             0.81172,             0.88562,             0.53019,            0.027845,            0.012805,           0.0071671,           0.0074656,           0.0074656,           0.0074656
                 258,            0.017348,           0.0078908,           0.0013878,              0.9616,             0.78029,             0.89794,              0.5269,            0.028163,            0.013058,           0.0066395,           0.0074557,           0.0074557,           0.0074557
                 259,            0.017918,           0.0073389,           0.0013252,             0.89276,             0.84569,             0.89991,             0.52991,            0.028147,            0.013253,           0.0070251,           0.0074458,           0.0074458,           0.0074458
                 260,            0.018151,           0.0080525,          0.00096255,             0.93054,             0.80784,             0.88523,             0.51968,            0.028314,            0.013439,           0.0079086,           0.0074359,           0.0074359,           0.0074359
                 261,             0.01881,           0.0077905,           0.0011018,             0.87279,             0.81503,             0.86618,             0.50722,            0.029262,             0.01367,           0.0081573,            0.007426,            0.007426,            0.007426
                 262,            0.017931,           0.0079414,           0.0013208,             0.86968,             0.83003,              0.8847,             0.52699,            0.028192,            0.013389,           0.0080807,           0.0074161,           0.0074161,           0.0074161
                 263,            0.018198,           0.0073185,           0.0017927,             0.91378,               0.795,             0.89241,              0.5369,            0.028366,            0.013056,           0.0080868,           0.0074062,           0.0074062,           0.0074062
                 264,            0.017354,           0.0076224,           0.0010118,             0.89912,             0.84982,             0.89603,             0.53242,            0.028355,            0.013011,           0.0080441,           0.0073963,           0.0073963,           0.0073963
                 265,            0.016664,            0.007403,          0.00084109,             0.89867,             0.82869,             0.87398,             0.51953,            0.028503,            0.012919,           0.0091061,           0.0073864,           0.0073864,           0.0073864
                 266,            0.016348,            0.007792,           0.0015472,              0.9498,             0.77644,             0.87444,             0.50946,             0.02862,              0.0133,           0.0082668,           0.0073765,           0.0073765,           0.0073765
                 267,            0.017066,           0.0076666,           0.0010232,             0.92757,             0.79487,             0.86032,             0.50999,            0.028351,             0.01317,            0.008807,           0.0073666,           0.0073666,           0.0073666
                 268,            0.017065,            0.008249,            0.001055,             0.94301,             0.79345,              0.8811,             0.51556,            0.028312,            0.013067,           0.0088684,           0.0073567,           0.0073567,           0.0073567
                 269,            0.018072,           0.0074572,           0.0010305,              0.8951,             0.82965,             0.88349,             0.52577,            0.028024,            0.013478,           0.0076725,           0.0073468,           0.0073468,           0.0073468
                 270,             0.01645,           0.0074505,           0.0013632,             0.93466,             0.79225,             0.88467,             0.52069,            0.028205,            0.013451,           0.0074814,           0.0073369,           0.0073369,           0.0073369
                 271,            0.017253,           0.0080158,           0.0010576,              0.8723,             0.84022,               0.878,             0.52829,            0.028037,            0.012779,           0.0087997,            0.007327,            0.007327,            0.007327
                 272,            0.018002,           0.0074934,          0.00098616,             0.90684,              0.7907,             0.86443,             0.51795,             0.02838,            0.013334,           0.0087166,           0.0073171,           0.0073171,           0.0073171
                 273,            0.016065,           0.0066848,           0.0010521,             0.87611,             0.82616,             0.85541,             0.51723,            0.028691,            0.013767,           0.0084152,           0.0073072,           0.0073072,           0.0073072
                 274,            0.017146,           0.0076697,           0.0011548,             0.85979,             0.82932,             0.85913,              0.5228,            0.028445,            0.013481,            0.008934,           0.0072973,           0.0072973,           0.0072973
                 275,            0.017372,           0.0071124,           0.0009864,             0.86855,             0.84921,             0.86541,             0.51379,             0.02828,            0.013047,           0.0086128,           0.0072874,           0.0072874,           0.0072874
                 276,             0.01812,           0.0074283,           0.0013354,             0.87099,             0.82287,             0.86676,              0.5198,            0.028603,            0.013346,           0.0075554,           0.0072775,           0.0072775,           0.0072775
                 277,             0.01837,           0.0078638,           0.0016044,              0.8958,             0.77183,             0.84896,             0.50783,            0.029173,            0.013612,            0.010152,           0.0072676,           0.0072676,           0.0072676
                 278,            0.017193,           0.0076357,           0.0012294,             0.83861,             0.83884,             0.87534,             0.52017,            0.028681,            0.012559,           0.0090744,           0.0072577,           0.0072577,           0.0072577
                 279,            0.016603,           0.0071747,           0.0010254,             0.88656,             0.81786,             0.88225,             0.52454,             0.02855,            0.012515,           0.0082031,           0.0072478,           0.0072478,           0.0072478
                 280,            0.016907,           0.0067435,          0.00079186,             0.86719,             0.84171,             0.87573,             0.51034,            0.028714,            0.012889,           0.0085739,           0.0072379,           0.0072379,           0.0072379
                 281,            0.016074,            0.007512,           0.0015449,             0.87842,             0.81619,             0.87483,             0.51462,            0.028459,             0.01306,           0.0099228,            0.007228,            0.007228,            0.007228
                 282,            0.016444,           0.0066589,           0.0011371,             0.87606,             0.81881,             0.87319,              0.5126,            0.028623,            0.013107,           0.0099213,           0.0072181,           0.0072181,           0.0072181
                 283,            0.017866,           0.0067382,           0.0013743,             0.87117,             0.82238,              0.8659,             0.51576,            0.028969,            0.013332,           0.0097412,           0.0072082,           0.0072082,           0.0072082
                 284,            0.017062,           0.0074587,          0.00096986,             0.82672,             0.82211,               0.851,             0.51167,            0.028901,             0.01361,            0.009333,           0.0071983,           0.0071983,           0.0071983
                 285,            0.016809,           0.0072361,            0.001669,             0.85919,               0.822,             0.86717,             0.50282,            0.028948,            0.013331,           0.0075783,           0.0071884,           0.0071884,           0.0071884
                 286,            0.017003,            0.007661,            0.001539,             0.94735,             0.76929,             0.86995,             0.52173,            0.028876,             0.01326,           0.0065811,           0.0071785,           0.0071785,           0.0071785
                 287,            0.017184,           0.0074888,           0.0014041,             0.92108,             0.81792,             0.88089,             0.52359,            0.028714,            0.012979,           0.0064449,           0.0071686,           0.0071686,           0.0071686
                 288,            0.016527,           0.0073184,           0.0010051,             0.90549,             0.85238,             0.90196,             0.53169,            0.028645,            0.012866,           0.0064129,           0.0071587,           0.0071587,           0.0071587
                 289,            0.016965,           0.0085107,           0.0012755,             0.95534,             0.80572,             0.89445,             0.53165,            0.028513,            0.013163,            0.006617,           0.0071488,           0.0071488,           0.0071488
                 290,              0.0164,           0.0078771,          0.00099361,             0.93757,             0.81176,             0.89938,             0.53652,            0.028178,            0.013298,           0.0058548,           0.0071389,           0.0071389,           0.0071389
                 291,            0.017556,           0.0071313,          0.00098945,             0.88656,             0.85598,             0.89244,             0.51829,            0.028586,            0.013269,            0.005265,            0.007129,            0.007129,            0.007129
                 292,            0.017424,           0.0073666,           0.0010972,              0.8891,             0.86371,             0.90227,             0.51581,            0.028465,            0.013141,           0.0060837,           0.0071191,           0.0071191,           0.0071191
                 293,            0.017306,           0.0071648,           0.0010685,             0.87651,             0.83434,             0.87492,             0.51342,            0.028931,            0.013066,           0.0062077,           0.0071092,           0.0071092,           0.0071092
                 294,             0.01716,           0.0075493,           0.0011333,             0.87428,             0.84742,             0.88462,             0.52981,            0.028389,            0.012619,           0.0062378,           0.0070993,           0.0070993,           0.0070993
                 295,            0.016136,           0.0075239,          0.00072203,             0.88705,             0.81919,             0.87431,             0.52121,            0.028251,            0.012841,           0.0065826,           0.0070894,           0.0070894,           0.0070894
                 296,             0.01764,           0.0072911,            0.001157,             0.86922,             0.82822,             0.87932,              0.5215,            0.028365,             0.01282,           0.0074577,           0.0070795,           0.0070795,           0.0070795
                 297,            0.016886,           0.0082372,           0.0011089,             0.87254,             0.83579,             0.88778,             0.53669,             0.02804,            0.012722,           0.0069008,           0.0070696,           0.0070696,           0.0070696
                 298,            0.017887,            0.007301,          0.00083468,             0.90913,             0.80221,             0.86942,              0.5199,            0.028488,            0.012846,           0.0075325,           0.0070597,           0.0070597,           0.0070597
                 299,            0.015126,           0.0070775,          0.00090722,              0.8656,             0.81481,              0.8704,             0.51489,            0.028542,            0.012989,           0.0078712,           0.0070498,           0.0070498,           0.0070498
                 300,            0.016547,           0.0075866,           0.0010298,             0.91255,             0.81911,             0.87821,             0.52108,            0.028359,            0.012994,           0.0084305,           0.0070399,           0.0070399,           0.0070399
                 301,            0.016594,           0.0063484,           0.0011721,             0.92567,             0.79706,             0.87975,             0.51271,            0.028733,            0.013103,           0.0085152,             0.00703,             0.00703,             0.00703
                 302,            0.016899,           0.0070947,          0.00094482,             0.87543,             0.83391,              0.8779,             0.50379,            0.028929,            0.013205,           0.0084885,           0.0070201,           0.0070201,           0.0070201
                 303,            0.016473,             0.00724,          0.00092289,               0.897,                0.83,             0.88128,             0.51642,            0.028664,            0.013208,            0.007489,           0.0070102,           0.0070102,           0.0070102
                 304,            0.015629,           0.0074474,          0.00079615,             0.89232,             0.83275,             0.87711,              0.5213,             0.02841,             0.01337,            0.006411,           0.0070003,           0.0070003,           0.0070003
                 305,             0.01567,           0.0071032,           0.0011989,              0.8318,             0.82133,             0.86225,             0.49882,            0.028489,            0.014129,           0.0069061,           0.0069904,           0.0069904,           0.0069904
                 306,            0.016036,           0.0076996,           0.0011398,             0.83447,             0.81299,             0.85759,             0.49495,            0.028512,            0.014398,           0.0079384,           0.0069805,           0.0069805,           0.0069805
                 307,            0.015721,           0.0073266,           0.0013401,             0.85614,             0.82744,              0.8668,             0.49574,             0.02876,            0.014329,           0.0074257,           0.0069706,           0.0069706,           0.0069706
                 308,            0.016466,           0.0075265,          0.00079097,             0.85201,             0.83655,             0.86181,             0.50591,            0.029031,            0.014528,           0.0067101,           0.0069607,           0.0069607,           0.0069607
                 309,            0.015663,           0.0072641,           0.0010141,             0.83665,             0.81442,             0.84561,             0.50019,            0.028876,             0.01437,           0.0060593,           0.0069508,           0.0069508,           0.0069508
                 310,            0.016458,           0.0067073,          0.00091481,             0.90982,             0.80629,             0.87453,             0.51067,            0.028787,            0.014217,           0.0056789,           0.0069409,           0.0069409,           0.0069409
                 311,            0.017035,           0.0074552,           0.0013629,             0.92672,             0.77367,             0.86193,             0.50915,            0.028759,            0.014385,           0.0069893,            0.006931,            0.006931,            0.006931
                 312,            0.015477,           0.0072214,           0.0011613,             0.85703,             0.80816,              0.8594,             0.51167,            0.028585,            0.013811,           0.0095154,           0.0069211,           0.0069211,           0.0069211
